PROVINCE,LOCATION,YEAR,SITE_NAME,SITE_TYPE,LONGITUDE,LATITUDE,VARIABLE,VALUE,UNIT,COLOR
Northwest Territories,mackenzie,2014,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.993333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,8.084285714285715,PH,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.0030000000000000005,mg/L,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,29.233333333333334,mg/L,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,8.200000000000001,°C,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.985714285714287,PH,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.928,PH,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.002285714285714286,mg/L,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,30.942857142857143,mg/L,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,5.585714285714286,°C,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,8.013333333333334,PH,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.763333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.002166666666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,31.666666666666668,mg/L,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,8.416666666666666,°C,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,8.003333333333332,PH,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.6883333333333335,PH,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.0026666666666666666,mg/L,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,27.048333333333332,mg/L,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,8.783333333333333,°C,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.9925,PH,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,8.2975,PH,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.0022500000000000003,mg/L,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,29.925,mg/L,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,3.9250000000000003,°C,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.88,PH,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,pH,7.503333333333334,PH,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Phosphorus,0.002,mg/L,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Dissolved Sulphate,33.95,mg/L,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER AT NORMAN WELLS,RIVER/RIVIÈRE,-126.8492,65.2817,Water Temperature,6.966666666666666,°C,#1f77b4
Northwest Territories,mackenzie,2000,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.1725,PH,#1f77b4
Northwest Territories,mackenzie,2000,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.0052,mg/L,#1f77b4
Northwest Territories,mackenzie,2000,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,32.175,mg/L,#1f77b4
Northwest Territories,mackenzie,2000,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,3.0,°C,#1f77b4
Northwest Territories,mackenzie,2001,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.032857142857143,PH,#1f77b4
Northwest Territories,mackenzie,2001,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.020999999999999998,mg/L,#1f77b4
Northwest Territories,mackenzie,2001,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,40.1,mg/L,#1f77b4
Northwest Territories,mackenzie,2001,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,8.5,°C,#1f77b4
Northwest Territories,mackenzie,2002,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.648333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2002,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.018666666666666665,mg/L,#1f77b4
Northwest Territories,mackenzie,2002,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,36.475,mg/L,#1f77b4
Northwest Territories,mackenzie,2002,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,8.666666666666666,°C,#1f77b4
Northwest Territories,mackenzie,2003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.801666666666666,PH,#1f77b4
Northwest Territories,mackenzie,2003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.035,mg/L,#1f77b4
Northwest Territories,mackenzie,2003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,41.475,mg/L,#1f77b4
Northwest Territories,mackenzie,2003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,4.0,°C,#1f77b4
Northwest Territories,mackenzie,2004,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.476000000000001,PH,#1f77b4
Northwest Territories,mackenzie,2004,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2004,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,36.7,mg/L,#1f77b4
Northwest Territories,mackenzie,2004,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,5.5,°C,#1f77b4
Northwest Territories,mackenzie,2005,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.01,PH,#1f77b4
Northwest Territories,mackenzie,2005,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.971666666666667,PH,#1f77b4
Northwest Territories,mackenzie,2005,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2005,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,36.98,mg/L,#1f77b4
Northwest Territories,mackenzie,2005,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,6.5,°C,#1f77b4
Northwest Territories,mackenzie,2006,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.928333333333334,PH,#1f77b4
Northwest Territories,mackenzie,2006,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.252500000000001,PH,#1f77b4
Northwest Territories,mackenzie,2006,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2006,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,37.28333333333334,mg/L,#1f77b4
Northwest Territories,mackenzie,2006,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,8.5525,°C,#1f77b4
Northwest Territories,mackenzie,2007,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.965,PH,#1f77b4
Northwest Territories,mackenzie,2007,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.166,PH,#1f77b4
Northwest Territories,mackenzie,2007,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2007,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,34.88166666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2007,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,5.36,°C,#1f77b4
Northwest Territories,mackenzie,2008,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.9425,PH,#1f77b4
Northwest Territories,mackenzie,2008,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.193333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2008,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2008,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,47.05,mg/L,#1f77b4
Northwest Territories,mackenzie,2008,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,4.7,°C,#1f77b4
Northwest Territories,mackenzie,2009,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.968000000000001,PH,#1f77b4
Northwest Territories,mackenzie,2009,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.57,PH,#1f77b4
Northwest Territories,mackenzie,2009,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2009,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,40.339999999999996,mg/L,#1f77b4
Northwest Territories,mackenzie,2009,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,5.279999999999999,°C,#1f77b4
Northwest Territories,mackenzie,2010,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.96,PH,#1f77b4
Northwest Territories,mackenzie,2010,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.56,PH,#1f77b4
Northwest Territories,mackenzie,2010,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2010,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,39.85,mg/L,#1f77b4
Northwest Territories,mackenzie,2010,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,9.233333333333333,°C,#1f77b4
Northwest Territories,mackenzie,2011,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.013333333333334,PH,#1f77b4
Northwest Territories,mackenzie,2011,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.413333333333334,PH,#1f77b4
Northwest Territories,mackenzie,2011,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.035,mg/L,#1f77b4
Northwest Territories,mackenzie,2011,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,41.38333333333333,mg/L,#1f77b4
Northwest Territories,mackenzie,2011,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,4.766666666666667,°C,#1f77b4
Northwest Territories,mackenzie,2012,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.96,PH,#1f77b4
Northwest Territories,mackenzie,2012,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.853333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2012,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.017666666666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2012,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,40.76666666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2012,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,8.533333333333333,°C,#1f77b4
Northwest Territories,mackenzie,2013,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.984999999999999,PH,#1f77b4
Northwest Territories,mackenzie,2013,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.675000000000001,PH,#1f77b4
Northwest Territories,mackenzie,2013,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.00475,mg/L,#1f77b4
Northwest Territories,mackenzie,2013,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,39.599999999999994,mg/L,#1f77b4
Northwest Territories,mackenzie,2013,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,7.425000000000001,°C,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.030000000000001,PH,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.79,PH,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.007,mg/L,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,40.46666666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2014,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,6.733333333333333,°C,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.953999999999999,PH,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.308,PH,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.0026000000000000003,mg/L,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,45.82,mg/L,#1f77b4
Northwest Territories,mackenzie,2015,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,4.64,°C,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.048,PH,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.116,PH,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.0034000000000000002,mg/L,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,48.88,mg/L,#1f77b4
Northwest Territories,mackenzie,2016,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,5.38,°C,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.977499999999999,PH,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.040000000000001,PH,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.00275,mg/L,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,45.675,mg/L,#1f77b4
Northwest Territories,mackenzie,2017,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,4.333333333333333,°C,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.059999999999999,PH,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,8.422,PH,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.003,mg/L,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,44.1,mg/L,#1f77b4
Northwest Territories,mackenzie,2018,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,7.970000000000001,°C,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,7.97,PH,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,pH,9.02,PH,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Phosphorus,0.004,mg/L,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Dissolved Sulphate,48.6,mg/L,#1f77b4
Northwest Territories,mackenzie,2019,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVER/RIVIÈRE,-133.7369,67.4561,Water Temperature,5.925000000000001,°C,#1f77b4
Northwest Territories,mackenzie,2000,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,8.011666666666667,PH,#1f77b4
Northwest Territories,mackenzie,2000,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Phosphorus,0.014750000000000001,mg/L,#1f77b4
Northwest Territories,mackenzie,2000,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,34.2,mg/L,#1f77b4
Northwest Territories,mackenzie,2000,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Water Temperature,3.1666666666666665,°C,#1f77b4
Northwest Territories,mackenzie,2001,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,7.866,PH,#1f77b4
Northwest Territories,mackenzie,2001,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Phosphorus,0.018,mg/L,#1f77b4
Northwest Territories,mackenzie,2001,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,64.2,mg/L,#1f77b4
Northwest Territories,mackenzie,2001,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Water Temperature,4.0,°C,#1f77b4
Northwest Territories,mackenzie,2002,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,7.133333333333333,PH,#1f77b4
Northwest Territories,mackenzie,2002,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,62.925,mg/L,#1f77b4
Northwest Territories,mackenzie,2002,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Water Temperature,3.6666666666666665,°C,#1f77b4
Northwest Territories,mackenzie,2003,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,8.2325,PH,#1f77b4
Northwest Territories,mackenzie,2003,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Phosphorus,0.0045000000000000005,mg/L,#1f77b4
Northwest Territories,mackenzie,2003,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,67.56666666666666,mg/L,#1f77b4
Northwest Territories,mackenzie,2003,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Water Temperature,0.0,°C,#1f77b4
Northwest Territories,mackenzie,2004,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,7.6659999999999995,PH,#1f77b4
Northwest Territories,mackenzie,2004,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Phosphorus,0.01,mg/L,#1f77b4
Northwest Territories,mackenzie,2004,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,59.26666666666667,mg/L,#1f77b4
Northwest Territories,mackenzie,2004,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Water Temperature,9.0,°C,#1f77b4
Northwest Territories,mackenzie,2005,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,8.066666666666666,PH,#1f77b4
Northwest Territories,mackenzie,2005,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,pH,7.87,PH,#1f77b4
Northwest Territories,mackenzie,2005,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Phosphorus,0.012333333333333335,mg/L,#1f77b4
Northwest Territories,mackenzie,2005,PEEL RIVER ABOVE FORT MACPHERSON,RIVER/RIVIÈRE,-134.9456,67.2206,Dissolved Sulphate,60.775,mg/L,#1f77b4
